ID,Model_year,Memory_GB,Storage_GB,Storage_type,Memory_type,Grade,Screen_size,Touch_screen,Price_euro
1309,2021.0,4,128,HDD,DDR4,B,"16""",No,355.0
1310,2018.0,32,512,SSD,DDR4,,"14""",No,1025.0
1311,2022.0,4,128,SSD,DDR4,A,"15""",No,415.0
1312,2020.0,4,512,HDD,DDR4,C,"12""",No,345.0
1313,2019.0,6,256,SSD,DDR4,A,"14""",No,395.0
1314,2022.0,8,128,HDD,DDR4,C,"15""",No,445.0
1315,2020.0,32,512,SSD,DDR4,B,"14""",No,925.0
1316,2018.0,12,256,HDD,DDR4,C,"12""",No,395.0
1317,2016.0,32,256,SSD,DDR4,C,"12""",No,1045.0
1318,2016.0,8,512,SSD,DDR4,C,"12""",No,395.0
1319,2022.0,16,256,SSD,DDR4,A,"16""",No,785.0
1320,2018.0,16,512,HDD,DDR4,C,"14""",No,505.0
1321,2019.0,16,512,SSD,DDR4,C,"12""",No,555.0
1322,2019.0,32,1024,SSD,DDR4,C,"14""",No,1055.0
1323,2021.0,4,1024,HDD,DDR4,A,"12""",No,365.0
1324,2019.0,16,512,HDD,DDR4,C,"14""",No,665.0
1325,2014.0,32,120,SSD,DDR3,C,"15""",No,625.0
1326,2021.0,8,128,SSD,DDR4,A,"12""",No,445.0
1327,2020.0,8,128,HDD,DDR4,C,"14""",Yes,425.0
1328,2017.0,8,120,HDD,DDR4,C,"15""",No,395.0
1329,2020.0,32,256,SSD,DDR4,C,"12""",No,995.0
1330,2015.0,12,512,SSD,DDR3,C,"14""",No,475.0
1331,2020.0,4,512,SSD,DDR4,C,"15""",No,365.0
1332,2017.0,16,512,HDD,DDR4,C,"15""",No,665.0
1333,2017.0,8,1024,SSD,DDR4,C,"14""",No,425.0
1334,2020.0,8,256,SSD,DDR4,C,"16""",No,455.0
1335,2019.0,8,256,HDD,DDR4,A,"15""",No,515.0
1336,2017.0,8,512,HDD,DDR4,C,"12""",No,385.0
1337,2020.0,16,256,SSD,DDR4,C,"15""",No,565.0
1338,2016.0,4,256,SSD,DDR4,C,"15""",No,395.0
1339,2017.0,8,512,HDD,DDR4,C,"12""",No,385.0
1340,2019.0,16,256,SSD,DDR4,C,"12""",No,575.0
1341,2016.0,8,256,SSD,DDR4,C,"14""",No,385.0
1342,2016.0,8,2000,HDD,DDR4,C,"14""",No,455.0
1343,2017.0,16,512,SSD,DDR4,C,"12""",No,595.0
1344,2019.0,16,512,SSD,DDR4,A,"12""",No,745.0
1345,2020.0,32,512,SSD,DDR4,A,"15""",No,1015.0
1346,2019.0,16,128,SSD,DDR4,C,"14""",No,625.0
1347,2017.0,6,120,SSD,DDR4,B,"15""",No,465.0
1348,2019.0,16,512,SSD,DDR4,,"15""",No,585.0
1349,2021.0,16,2000,SSD,DDR4,A,"16""",No,905.0
1350,2019.0,8,256,SSD,DDR4,C,"12""",No,385.0
1351,,16,512,HDD,DDR4,A,"14""",No,815.0
1352,2020.0,16,512,SSD,DDR4,B,"15""",No,675.0
1353,2021.0,16,128,SSD,DDR4,C,"12""",Yes,655.0
1354,2018.0,32,512,SSD,DDR4,C,"12""",No,975.0
1355,2015.0,16,512,SSD,DDR3,C,"14""",No,485.0
1356,2021.0,4,512,SSD,DDR4,B,"12""",No,295.0
1357,2011.0,4,128,SSD,DDR3,C,"12""",No,205.0
1358,2021.0,16,512,SSD,DDR4,C,"15""",No,705.0
1359,2022.0,8,512,SSD,DDR4,B,"15""",No,425.0
1360,,8,1024,SSD,DDR4,C,"12""",No,445.0
1361,2021.0,32,256,SSD,DDR4,B,"14""",No,1105.0
1362,2018.0,6,1024,SSD,DDR4,C,"14""",No,385.0
1363,2022.0,8,512,SSD,DDR4,A,"16""",Yes,635.0
1364,2018.0,16,512,SSD,DDR4,C,"15""",No,615.0
1365,2018.0,16,256,SSD,DDR4,C,"14""",No,625.0
1366,2019.0,4,256,HDD,DDR4,A,"15""",No,475.0
1367,2021.0,8,256,SSD,DDR4,C,"14""",No,475.0
1368,2014.0,8,512,SSD,DDR3,C,"14""",No,385.0
1369,2019.0,16,1024,HDD,DDR4,C,"12""",No,545.0
1370,2021.0,32,128,SSD,DDR4,A,"14""",Yes,1365.0
1371,2021.0,32,1024,SSD,DDR4,B,"16""",No,1355.0
1372,2017.0,16,120,HDD,DDR4,C,"12""",No,425.0
1373,2019.0,16,128,SSD,DDR4,A,"15""",No,705.0
1374,2020.0,8,256,HDD,DDR4,C,"12""",Yes,475.0
1375,2018.0,32,512,SSD,DDR4,A,"12""",No,1305.0
1376,2018.0,8,1024,SSD,DDR4,C,"15""",No,505.0
1377,2019.0,8,512,SSD,DDR4,C,"14""",No,425.0
1378,2019.0,4,256,HDD,DDR4,A,"12""",No,365.0
1379,2017.0,8,256,SSD,DDR4,C,"15""",No,475.0
1380,2019.0,8,256,SSD,DDR4,C,"14""",No,365.0
1381,2021.0,16,256,HDD,DDR4,B,"15""",No,665.0
1382,2021.0,32,120,SSD,DDR4,B,"12""",Yes,965.0
1383,2023.0,8,256,SSD,DDR4,A,"15""",No,605.0
1384,2016.0,16,256,HDD,DDR4,C,"14""",No,645.0
1385,2022.0,16,512,SSD,DDR4,B,"16""",No,755.0
1386,2017.0,16,256,HDD,DDR4,A,"12""",No,645.0
1387,2019.0,8,1024,SSD,DDR4,C,"15""",No,545.0
1388,2019.0,8,512,HDD,DDR4,A,"15""",No,535.0
1389,2018.0,12,128,HDD,DDR4,C,"15""",No,435.0
1390,2019.0,6,512,HDD,DDR4,A,"14""",No,395.0
1391,2019.0,32,512,SSD,DDR4,A,"12""",No,1185.0
1392,2019.0,6,256,SSD,DDR4,C,"14""",No,335.0
1393,2022.0,8,512,SSD,DDR4,A,"15""",Yes,585.0
1394,2019.0,12,256,SSD,DDR4,C,"14""",No,515.0
1395,2020.0,8,256,SSD,DDR4,C,"14""",No,365.0
1396,2022.0,16,1024,HDD,DDR4,C,"14""",No,625.0
1397,2021.0,16,256,SSD,DDR4,A,"16""",No,675.0
1398,2019.0,32,512,SSD,DDR4,C,"12""",No,1105.0
1399,2021.0,8,256,HDD,DDR4,C,"16""",No,475.0
1400,2017.0,16,512,HDD,DDR4,C,"12""",No,665.0
1401,2019.0,8,256,SSD,DDR4,C,"14""",No,405.0
1402,2017.0,32,256,SSD,DDR4,C,"15""",No,1065.0
1403,2018.0,32,2000,SSD,DDR4,A,"15""",No,1275.0
1404,2018.0,4,256,SSD,DDR4,A,"12""",No,295.0
1405,2020.0,8,128,SSD,DDR4,C,"12""",No,315.0
1406,2022.0,16,128,HDD,DDR4,B,"15""",No,685.0
1407,2017.0,4,128,SSD,DDR4,C,"15""",No,365.0
1408,2018.0,8,2000,SSD,DDR4,C,"15""",No,555.0
1409,2024.0,16,128,SSD,DDR4,A,"12""",No,755.0
1410,2022.0,16,1024,SSD,DDR4,A,"14""",No,685.0
1411,2018.0,8,1024,SSD,DDR4,C,"15""",No,475.0
1412,2018.0,12,120,HDD,DDR4,C,"15""",No,585.0
1413,2017.0,16,128,SSD,DDR4,,"14""",No,635.0
1414,2019.0,8,512,SSD,DDR4,C,"14""",No,445.0
1415,2021.0,4,512,SSD,DDR4,C,"16""",No,355.0
1416,2015.0,16,120,SSD,DDR3,C,"14""",No,485.0
1417,2021.0,8,2000,SSD,DDR4,C,"14""",No,565.0
1418,2018.0,8,120,HDD,DDR4,A,"14""",No,505.0
1419,2019.0,8,512,SSD,DDR4,C,"15""",No,455.0
1420,2020.0,8,2000,SSD,DDR4,A,"16""",No,635.0
1421,2016.0,16,512,SSD,DDR4,C,"14""",No,575.0
1422,2019.0,8,128,HDD,DDR4,A,"14""",No,385.0
1423,2019.0,16,256,SSD,DDR4,C,"15""",No,635.0
1424,2016.0,8,128,SSD,DDR4,C,"12""",No,375.0
1425,2019.0,8,128,HDD,DDR4,C,"14""",No,355.0
1426,2021.0,6,512,HDD,DDR4,B,"16""",No,425.0
1427,2019.0,4,128,SSD,DDR4,C,"15""",No,315.0
1428,2018.0,16,256,SSD,DDR4,C,"15""",No,655.0
1429,2023.0,12,256,HDD,DDR4,A,"16""",No,675.0
1430,2019.0,32,512,SSD,DDR4,C,"14""",No,1115.0
1431,,16,256,SSD,DDR4,A,"15""",No,765.0
1432,2019.0,4,128,SSD,DDR4,A,"12""",No,295.0
1433,2018.0,12,512,SSD,DDR4,C,"12""",No,455.0
1434,2021.0,16,2000,SSD,DDR4,C,"15""",No,705.0
1435,2022.0,32,256,SSD,DDR4,B,"15""",Yes,1235.0
1436,2019.0,32,2000,SSD,DDR4,C,"15""",No,895.0
1437,2021.0,32,512,SSD,DDR4,A,"12""",No,915.0
1438,2022.0,8,128,SSD,DDR4,A,"16""",No,525.0
1439,2019.0,8,256,SSD,DDR4,A,"14""",No,565.0
1440,2020.0,8,256,HDD,DDR4,A,"15""",Yes,555.0
1441,2018.0,8,256,SSD,DDR4,C,"12""",No,365.0
1442,2019.0,12,512,HDD,DDR4,C,"12""",No,425.0
1443,2016.0,16,256,SSD,DDR4,C,"14""",No,625.0
1444,2018.0,32,1024,SSD,DDR4,B,"15""",No,1035.0
1445,2018.0,8,120,HDD,DDR4,C,"12""",No,345.0
1446,2019.0,16,128,SSD,DDR4,A,"14""",No,655.0
1447,2019.0,16,256,HDD,DDR4,C,"14""",No,555.0
1448,2020.0,4,512,SSD,DDR4,A,"14""",No,465.0
1449,2019.0,16,256,SSD,DDR4,C,"15""",No,735.0
1450,2021.0,8,256,SSD,DDR4,C,"14""",Yes,475.0
1451,2022.0,16,512,SSD,DDR4,C,"14""",No,505.0
1452,2018.0,4,256,HDD,DDR4,C,"14""",No,315.0
1453,2019.0,16,256,SSD,DDR4,C,"12""",No,565.0
1454,2019.0,8,256,SSD,DDR4,C,"14""",No,365.0
1455,2019.0,32,256,SSD,DDR4,,"14""",No,1105.0
1456,2019.0,12,512,HDD,DDR4,C,"15""",No,535.0
1457,2018.0,4,2000,SSD,DDR4,C,"14""",No,405.0
1458,2019.0,8,128,SSD,DDR4,C,"14""",No,405.0
1459,2016.0,8,512,HDD,DDR4,C,"14""",No,415.0
1460,2015.0,8,256,SSD,DDR3,C,"12""",No,275.0
1461,2017.0,32,512,SSD,DDR4,C,"14""",No,1205.0
1462,2016.0,4,512,HDD,DDR4,A,"15""",No,455.0
1463,2019.0,16,512,SSD,DDR4,C,"12""",No,555.0
1464,2023.0,4,1024,SSD,DDR4,A,"14""",No,445.0
1465,2019.0,32,512,HDD,DDR4,C,"12""",No,775.0
1466,2021.0,8,512,SSD,DDR4,C,"14""",Yes,435.0
1467,2019.0,16,512,SSD,DDR4,A,"14""",No,655.0
1468,2020.0,8,512,SSD,DDR4,C,"12""",No,315.0
1469,2018.0,8,128,SSD,DDR4,C,"14""",No,365.0
1470,2022.0,8,256,SSD,DDR4,A,"15""",No,455.0
1471,2020.0,8,128,SSD,DDR4,A,"15""",No,425.0
1472,2019.0,16,128,SSD,DDR4,C,"15""",No,685.0
1473,2017.0,16,256,HDD,DDR4,C,"15""",No,705.0
1474,2015.0,8,512,HDD,DDR3,C,"12""",No,325.0
1475,2016.0,8,512,SSD,DDR4,C,"12""",No,475.0
1476,2019.0,8,256,SSD,DDR4,C,"15""",No,375.0
1477,2019.0,32,512,HDD,DDR4,B,"15""",No,1335.0
1478,2016.0,8,256,HDD,DDR4,C,"14""",No,435.0
1479,2018.0,12,512,HDD,DDR4,C,"14""",No,445.0
1480,2017.0,16,128,SSD,DDR4,C,"14""",No,595.0
1481,2015.0,8,256,SSD,DDR3,C,"14""",No,385.0
1482,2016.0,16,256,HDD,DDR4,C,"12""",No,525.0
1483,2019.0,8,2000,SSD,DDR4,A,"14""",No,575.0
1484,2019.0,12,512,SSD,DDR4,B,"15""",No,555.0
1485,2020.0,8,512,SSD,DDR4,C,"15""",No,505.0
1486,2021.0,16,120,HDD,DDR4,A,"14""",No,765.0
1487,2017.0,16,1024,SSD,DDR4,C,"12""",No,655.0
1488,2019.0,8,512,HDD,DDR4,C,"15""",No,475.0
1489,2017.0,4,256,HDD,DDR4,C,"14""",No,285.0
1490,2018.0,8,128,SSD,DDR4,A,"15""",No,545.0
1491,2016.0,32,256,SSD,DDR4,C,"12""",No,995.0
1492,2019.0,4,128,HDD,DDR4,B,"15""",No,375.0
1493,2021.0,8,120,SSD,DDR4,A,"15""",No,445.0
1494,2021.0,4,256,SSD,DDR4,A,"14""",No,415.0
1495,2016.0,16,512,SSD,DDR4,C,"12""",No,655.0
1496,2019.0,32,1024,HDD,DDR4,C,"15""",No,1075.0
1497,2023.0,8,256,SSD,DDR4,A,"16""",No,605.0
1498,2019.0,8,2000,HDD,DDR4,A,"15""",No,685.0
1499,2018.0,4,512,SSD,DDR4,B,"15""",No,415.0
1500,2020.0,16,120,SSD,DDR4,,"12""",Yes,675.0
1501,2018.0,4,512,HDD,DDR4,B,"12""",No,335.0
1502,2018.0,4,1024,HDD,DDR4,C,"12""",No,265.0
1503,2020.0,8,256,HDD,DDR4,,"12""",No,375.0
1504,2018.0,8,256,SSD,DDR4,B,"14""",No,425.0
1505,2022.0,8,1024,SSD,DDR4,A,"12""",No,495.0
1506,2020.0,16,120,SSD,DDR4,C,"12""",No,475.0
1507,2020.0,16,128,SSD,DDR4,C,"15""",Yes,735.0
1508,2020.0,32,120,SSD,DDR4,A,"14""",No,1065.0
1509,2019.0,4,512,SSD,DDR4,C,"15""",No,395.0
1510,2016.0,8,512,SSD,DDR4,A,"15""",No,525.0
1511,2018.0,4,512,SSD,DDR4,A,"15""",No,425.0
1512,2021.0,16,120,SSD,DDR4,C,"15""",No,645.0
1513,2022.0,8,256,HDD,DDR4,C,"15""",No,405.0
1514,2019.0,16,1024,SSD,DDR4,C,"12""",No,635.0
1515,2020.0,8,512,SSD,DDR4,A,"15""",Yes,695.0
1516,2017.0,8,256,HDD,DDR4,C,"15""",No,415.0
1517,2016.0,4,512,HDD,DDR4,C,"14""",No,315.0
1518,2019.0,16,256,HDD,DDR4,A,"14""",No,695.0
1519,2019.0,16,128,SSD,DDR4,C,"14""",No,625.0
1520,2021.0,8,128,SSD,DDR4,C,"14""",No,425.0
1521,2020.0,16,256,SSD,DDR4,C,"15""",No,565.0
1522,2021.0,8,256,SSD,DDR4,C,"14""",No,425.0
1523,2019.0,8,512,SSD,DDR4,A,"14""",No,555.0
1524,2018.0,6,128,SSD,DDR4,C,"14""",No,375.0
1525,2020.0,8,256,HDD,DDR4,C,"12""",No,355.0
1526,2020.0,8,1024,HDD,DDR4,C,"16""",No,485.0
1527,2020.0,32,1024,SSD,DDR4,B,"12""",Yes,1265.0
1528,2020.0,8,256,SSD,DDR4,C,"14""",Yes,525.0
1529,2017.0,8,256,HDD,DDR4,C,"12""",No,355.0
1530,2020.0,16,256,SSD,DDR4,C,"14""",No,725.0
1531,2021.0,32,256,HDD,DDR4,A,"15""",No,1205.0
1532,2021.0,16,512,SSD,DDR4,C,"12""",No,645.0
1533,2020.0,8,256,HDD,DDR4,C,"12""",No,385.0
1534,2019.0,8,1024,SSD,DDR4,C,"15""",No,495.0
1535,2020.0,4,256,SSD,DDR4,C,"14""",No,345.0
1536,2018.0,16,512,SSD,DDR4,C,"14""",No,555.0
1537,2020.0,8,128,SSD,DDR4,A,"14""",Yes,605.0
1538,2019.0,16,128,SSD,DDR4,A,"14""",No,755.0
1539,2018.0,8,512,SSD,DDR4,C,"14""",No,445.0
1540,2020.0,4,512,SSD,DDR4,A,"15""",No,425.0
1541,2022.0,32,256,SSD,DDR4,A,"15""",No,1185.0
1542,2021.0,16,512,SSD,DDR4,A,"12""",No,625.0
1543,2021.0,16,512,HDD,DDR4,C,"14""",No,675.0
1544,2017.0,12,256,HDD,DDR4,C,"14""",No,525.0
1545,2021.0,32,512,SSD,DDR4,C,"15""",No,925.0
1546,2022.0,8,256,SSD,DDR4,B,"15""",No,445.0
1547,2019.0,4,256,SSD,DDR4,A,"14""",No,345.0
1548,2017.0,4,256,SSD,DDR4,B,"15""",No,345.0
1549,2019.0,8,512,SSD,DDR4,C,"14""",No,375.0
1550,2017.0,8,256,SSD,DDR4,C,"15""",No,515.0
1551,2021.0,32,256,SSD,DDR4,A,"15""",No,1145.0
1552,2021.0,8,256,SSD,DDR4,A,"14""",No,555.0
1553,2019.0,32,512,SSD,DDR4,C,"14""",No,955.0
1554,2020.0,8,128,SSD,DDR4,C,"15""",No,455.0
1555,2018.0,8,128,SSD,DDR4,A,"15""",No,505.0
1556,2021.0,4,120,SSD,DDR4,C,"15""",No,335.0
1557,2022.0,8,256,SSD,DDR4,A,"15""",No,445.0
1558,2019.0,16,128,HDD,DDR4,C,"14""",No,595.0
1559,2019.0,8,512,HDD,DDR4,A,"14""",No,455.0
1560,2021.0,4,256,SSD,DDR4,C,"15""",No,355.0
1561,2018.0,8,256,SSD,DDR4,C,"14""",No,405.0
1562,2015.0,4,1024,SSD,DDR3,A,"15""",No,415.0
1563,2020.0,4,512,HDD,DDR4,C,"12""",No,255.0
1564,2016.0,8,128,SSD,DDR4,A,"14""",No,535.0
1565,2016.0,8,256,SSD,DDR4,C,"15""",No,415.0
1566,2018.0,8,256,SSD,DDR4,B,"15""",No,505.0
1567,2021.0,4,128,HDD,DDR4,C,"14""",No,335.0
1568,2018.0,8,2000,SSD,DDR4,C,"15""",No,585.0
1569,2016.0,12,1024,SSD,DDR4,,"15""",No,575.0
1570,2019.0,32,512,SSD,DDR4,C,"15""",No,975.0
1571,2019.0,8,128,SSD,DDR4,A,"16""",No,575.0
1572,2018.0,16,512,HDD,DDR4,C,"15""",No,615.0
1573,2018.0,8,1024,SSD,DDR4,C,"15""",No,525.0
1574,2020.0,8,256,HDD,DDR4,C,"14""",No,375.0
1575,2021.0,16,512,SSD,DDR4,C,"15""",No,665.0
1576,2020.0,8,256,SSD,DDR4,C,"14""",No,425.0
1577,2019.0,8,512,SSD,DDR4,C,"16""",No,545.0
1578,2021.0,16,2000,SSD,DDR4,C,"14""",No,735.0
1579,2020.0,4,512,SSD,DDR4,A,"16""",No,495.0
1580,2020.0,8,512,SSD,DDR4,C,"12""",No,395.0
1581,2015.0,8,512,SSD,DDR3,C,"12""",No,285.0
1582,2020.0,8,512,SSD,DDR4,A,"14""",No,485.0
1583,2018.0,6,256,HDD,DDR4,A,"15""",No,485.0
1584,2017.0,8,1024,HDD,DDR4,A,"15""",No,605.0
1585,2018.0,16,256,SSD,DDR4,C,"15""",No,665.0
1586,2019.0,16,128,SSD,DDR4,C,"15""",No,545.0
1587,2017.0,16,512,HDD,DDR4,C,"15""",No,615.0
1588,2020.0,8,512,SSD,DDR4,A,"16""",No,505.0
1589,2018.0,8,256,SSD,DDR4,C,"15""",No,465.0
1590,2017.0,8,128,HDD,DDR4,C,"15""",No,395.0
1591,2018.0,8,256,HDD,DDR4,A,"15""",No,505.0
1592,2016.0,4,256,HDD,DDR4,A,"15""",No,435.0
1593,2019.0,4,256,SSD,DDR4,B,"12""",No,245.0
1594,2020.0,32,512,SSD,DDR4,C,"16""",No,935.0
1595,2018.0,8,256,SSD,DDR4,B,"15""",No,435.0
1596,2018.0,4,512,SSD,DDR4,,"12""",No,345.0
1597,2019.0,12,512,SSD,DDR4,C,"14""",No,615.0
1598,,8,256,SSD,DDR4,C,"12""",No,445.0
1599,2020.0,8,128,SSD,DDR4,B,"14""",No,435.0
1600,2018.0,8,256,SSD,DDR4,C,"12""",No,355.0
1601,2022.0,8,256,HDD,DDR4,A,"12""",No,455.0
1602,2018.0,8,256,SSD,DDR4,C,"14""",No,505.0
1603,2018.0,16,256,SSD,DDR4,C,"15""",No,545.0
1604,2021.0,4,256,SSD,DDR4,A,"15""",No,465.0
1605,2020.0,8,256,SSD,DDR4,B,"12""",No,425.0
1606,2020.0,16,512,SSD,DDR4,C,"15""",No,715.0
1607,2018.0,8,256,SSD,DDR4,C,"15""",No,525.0
1608,2021.0,8,1024,SSD,DDR4,A,"12""",No,445.0
1609,2020.0,8,256,HDD,DDR4,C,"16""",No,465.0
1610,2018.0,16,1024,HDD,DDR4,B,"15""",No,675.0
1611,2015.0,4,120,SSD,DDR3,C,"15""",No,305.0
1612,2021.0,8,2000,SSD,DDR4,B,"15""",No,605.0
1613,2016.0,4,256,SSD,DDR4,C,"15""",No,315.0
1614,2017.0,4,512,SSD,DDR4,C,"12""",No,295.0
1615,2017.0,4,512,HDD,DDR4,C,"12""",No,295.0
1616,2017.0,8,2000,HDD,DDR4,C,"15""",No,555.0
1617,2018.0,16,256,SSD,DDR4,C,"15""",No,555.0
1618,2019.0,16,128,SSD,DDR4,C,"12""",No,555.0
1619,2019.0,16,1024,SSD,DDR4,B,"15""",No,725.0
1620,2019.0,4,128,HDD,DDR4,C,"12""",No,285.0
1621,2020.0,16,2000,SSD,DDR4,A,"14""",No,825.0
1622,2020.0,32,512,SSD,DDR4,B,"16""",No,1085.0
1623,2019.0,8,512,HDD,DDR4,C,"14""",No,395.0
1624,2020.0,8,512,SSD,DDR4,A,"12""",No,405.0
1625,2014.0,8,256,SSD,DDR3,A,"14""",No,465.0
1626,2024.0,12,512,SSD,DDR4,B,"14""",No,535.0
1627,2018.0,8,512,SSD,DDR4,C,"14""",No,435.0
1628,2021.0,16,120,SSD,DDR4,A,"15""",No,705.0
1629,2020.0,32,256,SSD,DDR4,C,"15""",No,965.0
1630,2018.0,32,256,SSD,DDR4,C,"15""",No,1025.0
1631,2016.0,8,512,HDD,DDR4,C,"12""",No,415.0
1632,2019.0,16,128,HDD,DDR4,A,"15""",No,765.0
1633,2019.0,8,2000,HDD,DDR4,C,"14""",No,455.0
1634,2017.0,4,256,SSD,DDR4,C,"15""",No,355.0
1635,2012.0,32,512,HDD,DDR3,C,"15""",No,655.0
1636,2021.0,16,128,SSD,DDR4,,"15""",No,705.0
1637,2020.0,4,512,HDD,DDR4,C,"15""",No,365.0
1638,2020.0,16,128,HDD,DDR4,C,"15""",Yes,635.0
1639,2018.0,16,512,HDD,DDR4,C,"14""",No,535.0
1640,2019.0,4,256,HDD,DDR4,C,"12""",No,305.0
1641,2020.0,16,512,SSD,DDR4,,"12""",No,565.0
1642,2018.0,8,512,SSD,DDR4,C,"12""",No,435.0
1643,2022.0,8,256,SSD,DDR4,B,"14""",Yes,585.0
1644,2020.0,8,256,SSD,DDR4,A,"15""",No,465.0
1645,2020.0,8,256,SSD,DDR4,C,"16""",No,465.0
1646,2019.0,32,128,HDD,DDR4,C,"15""",No,1175.0
1647,2023.0,32,256,SSD,DDR4,B,"14""",No,1145.0
1648,2017.0,8,120,HDD,DDR4,A,"15""",No,405.0
1649,2019.0,6,1024,SSD,DDR4,C,"15""",No,455.0
1650,2017.0,4,256,HDD,DDR4,C,"12""",No,295.0
1651,2018.0,8,256,HDD,DDR4,C,"14""",No,405.0
1652,2021.0,8,120,SSD,DDR4,A,"15""",No,445.0
1653,2019.0,16,256,SSD,DDR4,A,"14""",No,805.0
1654,2020.0,6,1024,HDD,DDR4,A,"12""",No,415.0
1655,2018.0,32,256,SSD,DDR4,C,"15""",No,945.0
1656,2021.0,16,512,SSD,DDR4,B,"14""",No,685.0
1657,2014.0,16,512,SSD,DDR3,C,"14""",No,445.0
1658,2020.0,16,256,SSD,DDR4,A,"14""",Yes,735.0
1659,2022.0,8,256,SSD,DDR4,C,"12""",No,385.0
1660,2016.0,16,512,HDD,DDR4,C,"14""",No,575.0
1661,2018.0,32,512,SSD,DDR4,C,"12""",No,1025.0
1662,2022.0,8,256,SSD,DDR4,,"14""",No,505.0
1663,2022.0,16,512,SSD,DDR4,A,"14""",No,695.0
1664,2018.0,8,256,HDD,DDR4,C,"15""",No,425.0
1665,2018.0,8,512,HDD,DDR4,A,"15""",No,555.0
1666,2019.0,16,1024,SSD,DDR4,A,"12""",No,585.0
1667,2021.0,8,512,SSD,DDR4,C,"15""",No,465.0
1668,2018.0,8,256,SSD,DDR4,,"14""",No,415.0
1669,2021.0,8,1024,SSD,DDR4,C,"15""",No,525.0
1670,2020.0,8,512,SSD,DDR4,C,"14""",No,455.0
1671,2018.0,8,256,HDD,DDR4,C,"14""",No,365.0
1672,2019.0,8,256,SSD,DDR4,C,"15""",No,475.0
1673,2021.0,8,256,SSD,DDR4,A,"14""",No,535.0
1674,2017.0,8,512,SSD,DDR4,C,"12""",No,385.0
1675,2016.0,8,512,HDD,DDR4,C,"12""",No,305.0
1676,2019.0,16,256,SSD,DDR4,C,"16""",No,575.0
1677,2020.0,8,512,SSD,DDR4,C,"15""",No,455.0
1678,2020.0,8,512,HDD,DDR4,B,"15""",No,565.0
1679,2022.0,8,512,HDD,DDR4,C,"15""",Yes,505.0
1680,2021.0,32,128,SSD,DDR4,C,"12""",No,1065.0
1681,2022.0,8,512,SSD,DDR4,C,"12""",No,455.0
1682,2017.0,8,512,SSD,DDR4,C,"14""",No,415.0
1683,2017.0,16,1024,HDD,DDR4,C,"15""",No,625.0
1684,2019.0,32,512,SSD,DDR4,C,"12""",No,975.0
1685,2018.0,16,256,SSD,DDR4,C,"14""",No,645.0
1686,2023.0,16,256,SSD,DDR4,C,"15""",No,655.0
1687,2018.0,8,256,HDD,DDR4,C,"15""",No,375.0
1688,2016.0,16,512,HDD,DDR4,C,"12""",No,435.0
1689,2020.0,8,512,HDD,DDR4,C,"15""",No,415.0
1690,2018.0,8,512,SSD,DDR4,C,"14""",No,455.0
1691,2019.0,8,128,SSD,DDR4,C,"15""",No,445.0
1692,2016.0,16,128,SSD,DDR4,A,"14""",No,815.0
1693,2017.0,16,256,SSD,DDR4,C,"12""",No,475.0
1694,2017.0,6,512,HDD,DDR4,C,"14""",No,335.0
1695,2020.0,4,128,HDD,DDR4,,"15""",No,345.0
1696,2018.0,16,256,HDD,DDR4,B,"12""",No,635.0
1697,2018.0,16,1024,SSD,DDR4,C,"12""",No,545.0
1698,2020.0,12,512,SSD,DDR4,C,"15""",No,585.0
1699,2017.0,32,256,SSD,DDR4,C,"15""",No,1155.0
1700,2022.0,12,512,SSD,DDR4,C,"16""",No,675.0
1701,2022.0,8,1024,HDD,DDR4,C,"12""",No,375.0
1702,2020.0,16,128,SSD,DDR4,C,"15""",No,665.0
1703,2021.0,8,256,HDD,DDR4,B,"15""",No,415.0
1704,2019.0,8,120,HDD,DDR4,B,"14""",No,415.0
1705,2018.0,4,120,SSD,DDR4,C,"15""",No,395.0
1706,2018.0,8,256,SSD,DDR4,A,"15""",No,605.0
1707,2021.0,16,120,SSD,DDR4,C,"12""",Yes,525.0
1708,2019.0,4,256,SSD,DDR4,C,"12""",No,275.0
1709,2019.0,8,256,SSD,DDR4,A,"15""",No,525.0
1710,2019.0,4,128,SSD,DDR4,,"15""",No,425.0
1711,2018.0,16,256,SSD,DDR4,C,"15""",No,765.0
1712,2015.0,16,512,HDD,DDR3,C,"14""",No,495.0
1713,2022.0,8,128,SSD,DDR4,B,"12""",No,335.0
1714,2021.0,16,512,HDD,DDR4,C,"15""",No,525.0
1715,2017.0,4,512,HDD,DDR4,C,"15""",No,385.0
1716,2021.0,8,256,SSD,DDR4,C,"15""",No,495.0
1717,2017.0,8,256,HDD,DDR4,C,"15""",No,475.0
1718,2023.0,6,256,SSD,DDR4,B,"15""",No,375.0
1719,2021.0,8,256,HDD,DDR4,A,"14""",Yes,445.0
1720,2019.0,8,512,SSD,DDR4,A,"12""",No,485.0
1721,2017.0,8,512,HDD,DDR4,C,"15""",No,415.0
1722,2014.0,16,256,HDD,DDR3,C,"15""",No,435.0
1723,2019.0,4,1024,SSD,DDR4,C,"16""",No,465.0
1724,2019.0,8,256,SSD,DDR4,C,"12""",No,355.0
1725,2018.0,32,512,SSD,DDR4,C,"12""",No,1055.0
1726,2022.0,16,512,SSD,DDR4,A,"15""",No,655.0
1727,2017.0,8,256,SSD,DDR4,C,"14""",No,455.0
